nonaccredited_cnt,investment_cnt,accredited_sum,facility_cnt,meal_cnt,research_rank,nonaccredited_rank,speaking_sum,education_cnt,honoraria_cnt,grant_rank,consulting_rank,grant_sum,honoraria_rank,investment_rank,general_rank,meal_rank,royalty_rank,travel_sum,grant_cnt,royalty_cnt,investment_sum,honoraria_sum,id,facility_sum,entertainment_rank,entertainment_sum,gift_cnt,travel_cnt,drugname,charitable_sum,accredited_cnt,desc,speaking_rank,research_sum,travel_rank,charitable_cnt,categories,meal_sum,speaking_cnt,gift_sum,accredited_rank,royalty_sum,general_cnt,class,consulting_cnt,education_rank,research_cnt,total_sum,nonaccredited_sum,total_count,education_sum,companies,gift_rank,entertainment_cnt,url,general_sum,consulting_sum,charitable_rank,facility_rank
,,,7,15930,91,,1317529,117,2,,47,,82,,28,52,,197714,,,,10414,6451,7200,,,,842,ENBREL,,,"Treats rheumatoid arthritis, psoriatic arthritis, juvenile idiopathic arthritis, ankylosing spondylitis, and plaque psoriasis.",21,2218805,38,,{},352083,636,,,,17632,Immunological Agent,98,19,2187,2315431,,17632,113065,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010203/?report=details,2315431,317423,,66
,,,,2014,40,,70883,,,,419,,,,365,331,,7500,,,,,7318,,,,,25,JEVTANA,,,Treats prostate cancer.,205,4313815,429,,{},34820,34,,,,2077,Antineoplastic Agent,4,,102,124063,,2077,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009388/?report=details,124063,10860,,
46,,,,9167,50,31,16780,146,1,,48,,112,,129,103,,96862,,,,3220,6854,,,,,250,GILENYA,,,Treats flare-ups of multiple sclerosis.,302,3747689,101,,{},174605,4,,,,9702,Immune Modulator,88,207,362,682212,77000,9702,763,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010304/?report=details,682212,312982,,
,,,46,68966,88,,842670,800,,,145,,,,34,12,,177184,,,,,7461,36370,,,,516,LEVEMIR,,,Treats diabetes.,42,2252377,43,,{},997101,361,,,,70709,Antidiabetic,20,116,368,2132633,,70709,5207,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010728/?report=details,2132633,74100,,10
,,,15,82344,328,,2145773,389,38,,51,,23,,15,6,,283247,,,,111628,9425,11299,,,,1076,TRADJENTA,,,Treats type 2 diabetes. Used together with proper diet and exercise to control high blood sugar levels.,15,178119,25,,{},1302442,1634,,,,85649,Hypoglycemic,153,102,122,4168594,,85649,7434,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010948/?report=details,4168594,306767,,44
,,,,8210,48,,105484,,,,319,,,,248,137,,14707,,,,,6732,,,,,136,FLUZONE,,,Helps prevent infection with influenza (flu) virus.,186,3858049,331,,{},134788,72,,,,8433,Vaccine,15,,12,277980,,8433,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010716/?report=details,277980,23000,,
,,,,1563,44,,185247,14,,,224,,,,252,389,,14529,,,,,7190,,,,,40,INLYTA,,,Treats kidney cancer.,143,3995871,332,,{},21907,84,,,,1725,Antineoplastic Agent,24,311,132,264019,,1725,110,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009160/?report=details,264019,42224,,
,,,2,54679,73,,613425,51,12,,175,,38,,52,18,,36849,,,,51793,7547,272,,,,237,LYRICA,,,"Treats nerve and muscle pain, including fibromyalgia. Also treats seizures.",53,2587019,207,,{},872231,513,,,,55519,Anticonvulsant,25,352,1170,1635047,,55519,56,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011830/?report=details,1635047,60419,,162
,,,2,54679,73,,613425,51,12,,175,,38,,52,18,,36849,,,,51793,7547,272,,,,237,LYRICA,,,"Treats nerve and muscle pain, including fibromyalgia. Also treats seizures.",53,2587019,207,,{},872231,513,,,,55519,Neuropathic Pain Agent,25,352,1170,1635047,,55519,56,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011830/?report=details,1635047,60419,,162
,,,3,13681,468,,495059,1174,,,3,,,,16,55,,217822,,,,,5521,4500,,,,793,BELVIQ,,,Used in combination with diet and exercise to help you reach and maintain a healthy weight.,70,42059,33,,{},335486,304,,,,15990,Antiobesity Agent,35,70,1,4142146,,15990,16376,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0014342/?report=details,4142146,3072901,,82
,,,,8651,655,,,14,1349,,50,,1,,17,90,,335680,,,,3181277,6028,,,,,1391,COPAXONE,,,Reduces the frequency of flare-ups (relapses) in patients who have relapsing-remitting multiple sclerosis (RMMS).,,781,16,,{},188116,,,,,11412,Central Nervous System Agent,7,206,1,4014421,,11412,772,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010472/?report=details,4014421,308575,,
,,,,8651,655,,,14,1349,,50,,1,,17,90,,335680,,,,3181277,6028,,,,,1391,COPAXONE,,,Reduces the frequency of flare-ups (relapses) in patients who have relapsing-remitting multiple sclerosis (RMMS).,,781,16,,{},188116,,,,,11412,Immune Suppressant,7,206,1,4014421,,11412,772,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010472/?report=details,4014421,308575,,
,,,,8651,655,,,14,1349,,50,,1,,17,90,,335680,,,,3181277,6028,,,,,1391,COPAXONE,,,Reduces the frequency of flare-ups (relapses) in patients who have relapsing-remitting multiple sclerosis (RMMS).,,781,16,,{},188116,,,,,11412,Musculoskeletal Agent,7,206,1,4014421,,11412,772,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010472/?report=details,4014421,308575,,
,,,,9660,71,,787010,692,,,55,,,,63,109,,113757,,,,,9536,,,,,496,TYSABRI,,,Treats Crohn disease and multiple sclerosis (MS).,46,2601375,87,,{},172692,367,,,,11270,Central Nervous System Agent,55,62,1600,1384815,,11270,20505,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011353/?report=details,1384815,290850,,
,,,,9660,71,,787010,692,,,55,,,,63,109,,113757,,,,,9536,,,,,496,TYSABRI,,,Treats Crohn disease and multiple sclerosis (MS).,46,2601375,87,,{},172692,367,,,,11270,Immune Modulator,55,62,1600,1384815,,11270,20505,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011353/?report=details,1384815,290850,,
,,,,9660,71,,787010,692,,,55,,,,63,109,,113757,,,,,9536,,,,,496,TYSABRI,,,Treats Crohn disease and multiple sclerosis (MS).,46,2601375,87,,{},172692,367,,,,11270,Immune Suppressant,55,62,1600,1384815,,11270,20505,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011353/?report=details,1384815,290850,,
,,,71,16267,419,,12724,676,,4,7,1070061,,,18,37,,413447,4,,,,8754,92778,,,,966,SAMSCA,,,Treats hyponatremia (low sodium levels in the blood).,316,74589,10,,{},503458,5,,,,19074,Endocrine-Metabolic Agent,1085,44,122,3891851,,19074,35176,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012467/?report=details,3891851,1764204,,2
,,,,3404,47,,16774,,531,,382,,65,,408,292,,3751,,,,18940,5172,,,,,21,ADVAIR,,,Prevents symptoms of asthma and chronic obstructive pulmonary disease (COPD). This medicine contains a corticosteroid.,303,3863377,494,,{},46643,15,,,,3979,Antiasthma,8,,691,100809,,3979,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010369/?report=details,100809,14700,,
,,,,3404,47,,16774,,531,,382,,65,,408,292,,3751,,,,18940,5172,,,,,21,ADVAIR,,,Prevents symptoms of asthma and chronic obstructive pulmonary disease (COPD). This medicine contains a corticosteroid.,303,3863377,494,,{},46643,15,,,,3979,Anti-Inflammatory/Bronchodilator Combination,8,,691,100809,,3979,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010369/?report=details,100809,14700,,
,,,,9455,54,,8632,47,,,70,,,,196,100,,16677,,,,,5902,,,,,49,CIMZIA,,,"Treats Crohn disease, rheumatoid arthritis, psoriatic arthritis, and ankylosing spondylitis.",338,3532855,317,,{},175642,5,,,,10359,Immune Suppressant,803,187,504,414929,,10359,1132,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009532/?report=details,414929,212844,,
,,,,2875,98,,260993,26,,,140,,,,167,228,13,96883,,3,,,7353,,,,,132,KADCYLA,,,Treats metastatic breast cancer.,119,1938088,99,,{},72284,111,,,1428750,3192,Antineoplastic Agent,48,161,91,512569,,3192,1742,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0015522/?report=details,512569,80665,,
,,,5,174,49,,17200,2,,,263,,,,415,504,,29170,,,,,7959,6750,,,,87,NULOJIX,,,Helps prevent your body from rejecting a transplanted kidney. This medicine suppresses your immune system.,300,3779425,240,,{},9370,8,,,,296,Immunological Agent,20,357,139,96540,,296,50,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009216/?report=details,96540,34000,,68
,,,30,3204,55,,113730,2,,,303,,,,270,280,,38837,,,,,5367,7399,,,,74,ARANESP,,,Treats anemia caused by kidney failure or chemotherapy.,179,3526724,201,,{},50524,41,,,,3358,Hematopoietic,7,391,6191,236263,,3358,21,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009819/?report=details,236263,25750,,65
,,,,6697,253,,2769001,1,,,125,,,,21,94,,328946,,,,,5438,,,,,1750,AUBAGIO,,,Treats multiple sclerosis.,11,371516,18,,{},182167,1277,,,,9745,Central Nervous System Agent,20,423,65,3374913,,9745,4,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0014364/?report=details,3374913,94794,,
,,,,6697,253,,2769001,1,,,125,,,,21,94,,328946,,,,,5438,,,,,1750,AUBAGIO,,,Treats multiple sclerosis.,11,371516,18,,{},182167,1277,,,,9745,Immune Modulator,20,423,65,3374913,,9745,4,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0014364/?report=details,3374913,94794,,
,,,,9327,63,,23350,,,,24,,,,121,91,,39959,,,,,6227,,,,,212,DEXILANT,,,"Treats heartburn, gastroesophageal reflux disease (GERD), or damaged esophagus.",279,2979710,198,,{},186879,5,,,,10328,Gastric Acid Secretion Inhibitor,784,,156,746676,,10328,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009880/?report=details,746676,496487,,
,,,,1624,57,,152000,2,,,179,,,,253,354,,21189,,,,,9221,,,,,78,SUTENT,,,"Treats cancer, including kidney cancer, gastrointestinal stromal tumor (GIST), and pancreatic neuroendocrine tumor (pNET).",155,3347917,286,,{},28238,85,,,,1812,Antineoplastic Agent,23,418,58,259897,,1812,7,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012268/?report=details,259897,58462,,
,,,,1624,57,,152000,2,,,179,,,,253,354,,21189,,,,,9221,,,,,78,SUTENT,,,"Treats cancer, including kidney cancer, gastrointestinal stromal tumor (GIST), and pancreatic neuroendocrine tumor (pNET).",155,3347917,286,,{},28238,85,,,,1812,Antiproliferative Agent,23,418,58,259897,,1812,7,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012268/?report=details,259897,58462,,
392,,,13,16078,79,3,,97,,,236,,,,71,68,,178665,,,,,7312,10550,,,,661,JANUVIA,,,Treats type 2 diabetes.,,2339135,42,,{},267944,,,,,17551,Antidiabetic,310,143,1145,1221971,723021,17551,2735,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012136/?report=details,1221971,39054,,49
,,,2,11960,82,,555750,1906,,,107,,,,70,69,,151214,,,,,7275,700,,,,380,INVEGA SUSTENNA,,,Treats schizophrenia (a mental disorder).,59,2317543,55,,{},262190,392,,,,14675,Antipsychotic,35,12,84,1224813,,14675,137494,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011565/?report=details,1224813,117464,,147
,,,1,14223,76,,510429,124,2,,89,,78,,83,62,,104072,,,,14000,8423,999,,,,352,PREVNAR - 13,,,"Prevents infections, such as pneumonia and meningitis.",67,2458751,92,,{},292806,344,,,,15108,Vaccine,62,266,83,1078901,,15108,229,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011763/?report=details,1078901,156365,,141
,,,,4453,58,,237957,6,,,,,,,199,166,,67574,,,,,7625,,,,,120,MENVEO,,,Prevents meningitis. This is a vaccine.,129,3109901,126,,{},106627,154,,,,4733,Vaccine,,290,148,412309,,4733,150,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011080/?report=details,412309,,,
4,,,,8333,100,65,,33,470,,87,,4,,53,76,,74147,,,,1119750,9634,,,,,155,VASCEPA,,,"Treats high levels of triglycerides (fat-like substances) in your blood. This medicine is used together with diet, exercise, and weight loss to help control triglyceride levels.",,1903736,121,,{},242432,,,,,9025,Antihyperlipidemic,30,142,243,1611083,10800,9025,2802,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0014334/?report=details,1611083,161150,,
,,,,22280,131,,21320,,,,8,,,,30,26,,163612,,,,,7839,,,,,743,NESINA,,,Treats type 2 diabetes.,286,1302905,47,,{},587860,3,,,,24180,Antidiabetic,1154,,538,2175463,,24180,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0014567/?report=details,2175463,1402670,,
,,,1,23274,65,,102650,43,,,307,,,,186,63,,29631,,,,,5471,2000,,,,80,AXIRON,,,Treats low testosterone levels. Testosterone is a male hormone.,189,2930369,239,,{},288087,108,,,,23520,Endocrine-Metabolic Agent,14,194,150,448335,,23520,1009,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012356/?report=details,448335,24957,,117
,,,,3802,81,,481500,106,,,115,,,,101,139,,199346,,,,,5097,,,,,477,ABRAXANE,,,"Treats cancer, including cancer of the breast, lung, or pancreas.",71,2320217,37,,{},132964,262,,,,4706,Antineoplastic Agent,59,198,147,925219,,4706,958,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011560/?report=details,925219,110450,,
,,,,15807,153,,1235810,1113,,,25,,,,31,65,,158614,,,,,9291,,,,,702,TECFIDERA,,,Treats multiple sclerosis (MS).,24,1070900,48,,{},278052,589,,,,18326,Immune Modulator,115,114,175,2169423,,18326,5550,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0015549/?report=details,2169423,491396,,
271,,,5,8043,80,6,,861,,30,159,9500,,,103,126,,97141,2,,,,9774,4525,,,,392,VYTORIN,,,"Lowers high cholesterol and triglyceride levels. May reduce the risk of heart attack, stroke, and blood vessel problems. This is a combination of a cholesterol absorption inhibitor and a statin.",,2331489,98,,{},146445,,,,,9851,Antihyperlipidemic,277,27,1117,905065,506746,9851,72706,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010251/?report=details,905065,68000,,81
,,,24,38596,139,,1110343,107,,,77,,,,36,27,,70183,,,,,8481,19446,,,,255,PROLIA,,,"Treats osteoporosis, bone cancer, and bone-related problems in patients who have cancer.",33,1247673,125,,{},587204,100,,,,39143,Immunological Agent,61,78,995,1988448,,39143,13865,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009849/?report=details,1988448,187405,,27
21,,,,199,59,39,,,,,270,,,,355,465,,32980,,,,,9918,,,,,103,ZORTRESS,,,"Treats cancer, including cancer of the kidneys, pancreas, breasts, and brain. Used with other medicines to keep your body from rejecting a transplanted kidney or liver.",,3101143,225,,{},12270,,,,,330,Antineoplastic Agent,7,,79,132590,55000,330,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010240/?report=details,132590,32340,,
21,,,,199,59,39,,,,,270,,,,355,465,,32980,,,,,9918,,,,,103,ZORTRESS,,,"Treats cancer, including cancer of the kidneys, pancreas, breasts, and brain. Used with other medicines to keep your body from rejecting a transplanted kidney or liver.",,3101143,225,,{},12270,,,,,330,Immune Suppressant,7,,79,132590,55000,330,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010240/?report=details,132590,32340,,
74,,,1,1049,62,24,,,,,546,,,,279,382,,93372,,,,,9711,1200,,,,169,VICTRELIS,,,Treats hepatitis C. Used together with peginterferon alpha and ribavirin.,,2997318,108,,{},22894,,,,,1296,Antiviral,3,,762,227936,106870,1296,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009312/?report=details,227936,3600,,133
,,,,1680,134,,319264,354,,2,,1389512,,,41,263,,11597,8,,,,9537,,,,,54,TYVASO,,,Treats a condition where your blood pressure is too high in the blood vessels between your heart and your lungs.,107,1295370,363,,{},55271,109,,,,2205,Vasodilator,,16,216,1898660,,2205,123015,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012506/?report=details,1898660,,,
,,,18,3286,66,,145300,5,,,315,,,,264,272,,23349,,,,,7949,2569,,,,97,NPLATE,,,Treats chronic immune thrombocytopenia (ITP).,160,2916859,266,,{},51601,95,,,,3510,Hematopoietic,9,261,816,246913,,3510,243,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012034/?report=details,246913,23850,,105
,,,9,7075,96,,520500,2012,,,86,,,,78,128,,114254,,,,,9932,9075,,,,350,ZYTIGA,,,Treats cancer.,66,1979751,85,,{},142338,158,,,,9669,Antiandrogen,65,9,104,1113740,,9669,154873,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0008775/?report=details,1113740,172699,,56
,,,,475,77,,,,,,21,,,,133,502,,2849,,,,,5985,,,,,5,COMETRIQ,,,Treats thyroid cancer.,,2402011,519,,{},9451,,,,,508,Antineoplastic Agent,28,,335,671583,,508,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0014572/?report=details,671583,659282,,
,,,,13583,113,,245257,278,262,,170,,8,,60,31,,64638,,,,467280,9833,,,,,260,XIAFLEX,,,Treats Dupuytren contracture and Peyronie disease.,126,1653173,131,,{},564404,153,,,,14627,Tissue Permeability Modifier,91,224,1098,1404227,,14627,507,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009722/?report=details,1404227,62140,,
,,,3,1473,61,,,,,,,,,,670,418,,,,,,,9910,2850,,,,,ZOLINZA,,,Treats cutaneous T-cell lymphoma (CTCL).,,2998160,,,{},17485,,,,,1476,Antineoplastic Agent,,,49,20335,,1476,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012676/?report=details,20335,,,100
,,,,2162,69,,61390,14,,54,76,2500,,,226,309,,32882,1,,,,9875,,,,,63,ZELBORAF,,,Treats skin cancer.,218,2677070,226,,{},40309,35,,,,2359,Antineoplastic Agent,84,137,239,334990,,2359,3272,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012621/?report=details,334990,194635,,
,,,,1065,68,,20250,,,,69,,,,262,455,,970,,,,,9414,,,,,6,TORISEL,,,Treats advanced kidney cancer.,291,2701760,600,,{},13627,9,,,,1095,Antineoplastic Agent,15,,68,248857,,1095,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012327/?report=details,248857,214009,,
,,,,690,74,,170250,,,,111,,,,214,383,,52722,,,,,7113,,,,,104,IMBRUVICA,,,Treats mantle cell lymphoma (MCL) and chronic lymphocytic leukemia (CLL).,145,2581082,165,,{},22867,92,,,,927,Antineoplastic Agent,41,,157,360456,,927,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0021842/?report=details,360456,114616,,
,,,,1831,83,,150500,1032,,,64,,,,138,232,,98043,,,,,8015,,,,,190,OLYSIO,,,Treats hepatitis C. Used together with peginterferon alfa and ribavirin.,157,2296459,97,,{},69711,47,,,,3195,Antiviral,95,24,78,644783,,3195,82890,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0021872/?report=details,644783,243637,,
,,,,8000,217,,899522,,,,37,,,,46,70,17,265584,,2,,,7957,,,,,1200,NUEDEXTA,,,Treats emotional incontinence or uncontrollable crying or laughing.,39,543001,26,,{},260570,710,,,550913,10260,Central Nervous System Agent,350,,122,1816950,,10260,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009896/?report=details,1816950,391272,,
,,,4,12852,95,,170000,20,,,38,,,,106,75,,89941,,,,,8630,6000,,,,170,REMICADE,,,"Treats rheumatoid arthritis, psoriatic arthritis, ankylosing spondylitis, Crohn disease, plaque psoriasis, and ulcerative colitis.",146,2001853,112,,{},245559,97,,,,13232,Gastrointestinal Agent,89,260,216,874595,,13232,254,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010708/?report=details,874595,362839,,69
,,,4,12852,95,,170000,20,,,38,,,,106,75,,89941,,,,,8630,6000,,,,170,REMICADE,,,"Treats rheumatoid arthritis, psoriatic arthritis, ankylosing spondylitis, Crohn disease, plaque psoriasis, and ulcerative colitis.",146,2001853,112,,{},245559,97,,,,13232,Immunological Agent,89,260,216,874595,,13232,254,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010708/?report=details,874595,362839,,69
,,,,5652,440,,1741885,,20,,31,,45,,24,74,,301000,,,,43700,9161,,,,,408,SUBSYS,,,Treats pain that is not relieved by other pain medicines. This medicine is a narcotic pain reliever.,17,58581,24,,{},247064,775,,,,7044,Analgesic,189,,2,2781900,,7044,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010285/?report=details,2781900,448250,,
,,,3,29642,112,,426843,12,,,138,,,,85,36,,19395,,,,,5292,6000,,,,203,ANDROGEL,,,Treats low testosterone levels. Testosterone is a male hormone.,82,1681362,294,,{},507666,316,,,,30179,Endocrine-Metabolic Agent,3,251,18,1042690,,30179,285,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012356/?report=details,1042690,82500,,69
,,,7,47971,110,,337927,51,,,389,,,,87,25,,57941,,,,,7037,2942,,,,392,HUMALOG,,,Treats diabetes mellitus. This type of insulin starts working faster than regular insulin.,99,1695286,154,,{},607604,216,,,,48660,Antidiabetic,23,156,136,1022392,,48660,1779,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010736/?report=details,1022392,14198,,99
,,,18,4586,147,,583268,322,,13,43,44770,,,57,84,,330533,9,,,,8943,20075,,,,1057,SOLIRIS,,,Treats a type of blood disease called paroxysmal nocturnal hemoglobinuria (PNH). It is also used to treat a serious kidney disorder called atypical hemolytic uremic syndrome (aHUS).,55,1169641,17,,{},209443,364,,,,6522,Blood Modifier Agent,166,76,157,1525516,,6522,14569,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010073/?report=details,1525516,322857,,26
,,,52,4792,87,,217500,5,,,146,,,,198,231,,36706,,,,,7841,15991,,,,130,NEULASTA,,,Helps your body make white blood cells. This will help prevent infections during cancer treatments (chemotherapy).,134,2276396,209,,{},70084,138,,,,5134,Hematopoietic,17,361,423,413580,,5134,48,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011616/?report=details,413580,73250,,33
,,,10,25435,193,,1240453,89,,25,194,12900,,,40,35,,66106,9,,,,6384,7179,,,,458,EFFIENT,,,"Prevents blood clots, which can lead to heart attack, in patients who need to have percutaneous coronary intervention (PCI).",23,747607,129,,{},516338,1016,,,,27061,Platelet Aggregation Inhibitor,44,66,219,1913627,,27061,18165,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011812/?report=details,1913627,52485,,67
,,,,305,72,,8107,1,,,311,,,,567,547,,538,,,,,8808,,,,,5,SELZENTRY,,,"Treats HIV infection. This medicine does not cure HIV or AIDS, but it may help slow the progress of the disease.",344,2597451,630,,{},5978,4,,,,328,Antiretroviral Agent,13,409,328,38912,,328,11,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011038/?report=details,38912,24277,,
108,,,1,42,90,14,,67,,,357,,,,239,637,,59125,,,,,6317,200,,,,169,DULERA,,,Prevents asthma attacks. This medicine contains a steroid.,,2228040,148,,{},2563,,,,,397,Antiasthma,10,125,451,307834,223476,397,4469,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011268/?report=details,307834,18000,,173
108,,,1,42,90,14,,67,,,357,,,,239,637,,59125,,,,,6317,200,,,,169,DULERA,,,Prevents asthma attacks. This medicine contains a steroid.,,2228040,148,,{},2563,,,,,397,Anti-Inflammatory/Bronchodilator Combination,10,125,451,307834,223476,397,4469,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011268/?report=details,307834,18000,,173
