nonaccredited_cnt,investment_cnt,accredited_sum,meal_cnt,research_rank,nonaccredited_rank,speaking_sum,education_cnt,honoraria_cnt,grant_rank,consulting_rank,grant_sum,honoraria_rank,investment_rank,general_rank,meal_rank,royalty_rank,travel_sum,grant_cnt,royalty_cnt,investment_sum,honoraria_sum,id,facility_sum,entertainment_rank,entertainment_sum,gift_cnt,travel_cnt,charitable_sum,accredited_cnt,speaking_rank,research_sum,travel_rank,charitable_cnt,drugs,meal_sum,accredited_rank,cleanname,gift_sum,speaking_cnt,royalty_sum,general_cnt,consulting_cnt,education_rank,research_cnt,education_sum,nonaccredited_sum,facility_cnt,gift_rank,devices,entertainment_cnt,general_sum,consulting_sum,charitable_rank,facility_rank
,,,,,,500,,,,558,,,,861,,,,,,,,1576,,,,,,,,382,,,,{},,,Medical Action Industries Inc.,,1,,5,4,,,,,,,{},,2500,2000,,
,,,6,238,,,2,,,80,,,,203,743,,2843,,,,,1577,,,,,53,,,,116144,464,,{},136,,"Medical Engineering and Development Institute, Inc.",,,,213,152,296,45,54,,,,{},,371322,368287,,
,,,10,,,,1,,,,,,,840,716,,,,,,,1578,,,,,,,,,,,,{},188,,Medical Graphics Corporation,,,,11,,192,,3000,,,,{},,3188,,,
,,,,,,,,,,471,,,,759,,,,,,,,1579,,,,,,,,,,,,{},,,Medical Investment Advisors LLC,,,,5,5,,,,,,,{},,8700,8700,,
,,,90,,,,,,,436,,,,620,311,134,,,3,,,1580,,30,977,,,,,,,,,{},11126,,Medical Modeling Inc.,,,24834,97,4,,,,,,,{},3,25103,13000,,
,,,78,,,8730,,,,,,,,737,553,,,,,,,1581,,,,,,,,273,,,,{},1287,,Medicomp Inc.,,291,,369,,,,,,,,{},,10017,,,
,,,,,,,,,,374,,,,641,,,,,,,,1582,,,,,,,,,,,,{},,,Medigus Ltd.,,,,3,3,,,,,,,{},,21085,21085,,
,,,64,,,,46,,,,,,,665,529,,7226,,,,,1583,,,,,27,,,,,383,,{},1589,,Medinc Of Texas,,,,137,,133,,9103,,,,{},,17919,,,
,,,22,,,,,,,,,,,879,510,,,,,,,1584,,55,137,1,,,,,,,,{},1790,,"Medistim USA, Inc.",21,,,25,,,,,,,191,{},2,1950,,,
,,,1,,,,,,164,,3000,,,841,772,,,1,,,,1585,,,,,,,,,,,,{},70,,Medisystems Corporation,,,,2,,,,,,,,{},,3070,,,
,,,4151,59,,229696,147,,140,146,8000,,,156,134,153,72194,3,1,,,1586,17750,,,,179,,,101,2495875,130,,{},92419,,Medivation Inc.,,97,10000,4620,27,233,1014,964,,16,,{},,565655,144630,,57
,,,74,,,8750,,,193,491,250,,,647,441,,967,1,,,,1587,,,,,4,,,272,,555,,{},3250,,Medivators Inc.,,4,,84,1,,,,,,,{},,20217,7000,,
,,,373,401,,21227,,1,54,396,96078,120,,200,273,196,11868,11,1,,5000,1588,750,,,1,10,209168,,231,4069,332,58,{},17687,,"Medline Industries, Inc.",10,4,186,467,8,,2,,,1,198,{},,380540,18750,2,147
,,,,,,,,,,544,,,,861,,,,,,,,1589,,,,,,,,,,,,{},,,Medone Surgical Inc.,,,,5,5,,,,,,,{},,2500,2500,,
,,,25,,,,,,,339,,,,579,520,,1396,,,,,1590,,,,,3,,,,,529,,{},1643,,"Medshape, Inc.",,,,38,10,,,,,,,{},,31919,28880,,
,,,7,,,,1,,,,,,,912,597,,,,,,,1591,,64,54,,,,,,,,,{},811,,"Medtec, Inc.",,,,9,,282,,158,,,,{},1,1023,,,
,,,5040,224,,153175,,,170,170,2500,,,163,113,,135937,2,,,,1592,6150,,,,670,,,122,137783,92,,{},123697,,"Medtronic Minimed, Inc.",,217,,5978,42,,34,,,7,,{},,534534,113075,,102
1,,,10743,109,58,1323592,205,,73,47,52000,,,52,56,3,519282,9,179,,,1593,12744,,,,1417,5000,,37,777504,39,1,{},363233,,"Medtronic Sofamor Danek USA, Inc.",,264,13277538,12887,240,115,269,13536,1568,7,,{},,2997490,706533,55,68
,,,26718,44,,1053592,144,,34,116,206652,,,51,29,42,612922,48,5,,,1594,8050,,,,2600,10240,,41,3986368,36,2,{},900132,,"Medtronic USA, Inc.",,521,521872,30245,201,132,398,9125,,11,,{},,3013805,213090,41,91
10,,,37549,39,15,2597108,629,,17,60,496347,,,27,15,44,2536578,68,9,,,1595,86152,,,,6342,9275,,24,5314077,1,7,{},1678879,,"Medtronic Vascular, Inc.",,880,440427,45770,247,41,1330,69875,54730,38,,{},,8034277,505330,44,16
,,,3362,152,,440257,6,,68,151,57589,,,125,109,58,131944,11,12,,,1596,,,,,578,,,72,371519,94,,{},132439,,"Medtronic Xomed, Inc.",,141,273162,4150,52,273,10,262,,,,{},,903954,141460,,
,,,814,85,,46425,,,,,,,,364,202,,31042,,,,,1597,,,,,43,,,184,1390609,219,,{},36454,,"Medtronic, Inc.",,12,,869,,,386,,,,,{},,113922,,,
,,,3,,,,27,,,,,,,706,773,,1054,,,,,1598,,,,,4,,,,,549,,{},69,,Medwest Associates,,,,34,,124,,11599,,,,{},,12724,,,
,,,4,,,,1,1,,,,172,,669,760,,8604,,,,1000,1599,,,,1,3,,,,,360,,{},100,,Megadyne Medical Products Inc.,150,,,10,,149,,6500,,,166,{},,16355,,,
,,,,,,,,,,,,,,881,,120,1046,,8,,,1600,,,,16,1,,,,,551,,{},,,"Meisinger USA, LLC",773,,33634,17,,,,,,,134,{},,1820,,,
,50,,,,,,,,,,,,37,564,,,,,,35794,,1601,,,,,,,,,,,,{},,,Memphis Cryo Associates LP,,,,50,,,,,,,,{},,35794,,,
,,,,,,,,,,440,,,,709,,,,,,,,1602,,,,,,,,,,,,{},,,"Menicon America, Inc.",,,,14,14,,,,,,,{},,12500,12500,,
,,,2429,177,,99765,,,126,53,12500,,,91,129,73,83093,2,8,,,1603,10400,,,997,110,5000,,142,242046,119,1,{},98236,,Mentor Worldwide LLC,557989,34,128752,3658,83,,76,,,2,7,{},,1427795,560811,55,74
,,,12,360,,,,,,,,,,944,644,,,,,,,1604,,,,,,,,,12428,,,{},517,,"Mercator Medsystems, Inc.",,,,12,,,11,,,,,{},,517,,,
,,,,,,,,,,,,,,829,,,,,,,,1605,,,,304,,,,,,,,{},,,"Mercedes Medical, LLC",3606,,,304,,,,,,,98,{},,3606,,,
2600,,,60663,9,1,9664,8155,,66,14,64500,,,19,26,,1938124,4,,,,1606,28115,,,,6004,,,265,41255419,5,,{},1207063,,Merck Sharp & Dohme Corporation,,15,,80065,2588,23,8675,199733,4632347,36,,{},,10328141,2248592,,47
,,,3,,,160,,,,,,,,970,775,199,,,1,,,1607,,,,,,,,395,,,,{},59,,"Mercury Enterprises, Inc.",,1,39,4,,,,,,,,{},,219,,,
,,,68,271,,1578,,2,163,495,3500,118,,624,555,,841,4,,,5500,1608,,,,58,3,,,353,68991,565,,{},1286,,Meridian Bioscience Inc.,5601,5,,144,4,,4,,,,89,{},,24907,6600,,
,,,205,226,,40244,4,6,102,169,22433,104,,261,323,90,16441,4,20,,9123,1609,,,,3,40,,,195,135444,295,,{},9946,,Merit Medical Systems Inc.,228,27,67564,339,50,142,30,7600,,,156,{},,221213,115195,,
,,,5701,117,,116750,243,,99,70,25000,,,116,60,,137262,1,,,,1610,,,,12,369,,,137,665337,89,,{},297733,,"Merz North America, Inc.",282,44,,6493,123,112,54,14232,,,150,{},,1032965,441705,,
,,,88,167,,,36,,,172,,,,190,304,,243201,,,,,1611,,,,,78,,,,277816,71,,{},12433,,Merz Pharmaceuticals GmbH,,,,218,16,65,22,42239,,,,{},,407442,109568,,
,24,,,,,7000,,,,,,,2,157,,,,,,547875,,1612,,,,,,,,279,,,,{},,,"Mesa Surgical, LLC",,6,,30,,,,,,,,{},,554875,,,
,,,44,,,33067,,,123,,13731,,,465,476,,17158,195,,,,1613,,,,,16,,,209,,287,,{},2426,,"Metrex Research, LLC",,22,,277,,,,,,,,{},,66383,,,
,270,,,,,,,,,,,,21,409,,,,,,87800,,1614,,,,,,,,,,,,{},,,Michigan Mobile Urology Services LLC,,,,270,,,,,,,,{},,87800,,,
,,,21,,,,,20,,302,,54,,356,585,179,33118,,8,,47022,1615,,,,1,34,,,,,211,,{},915,,Microaire Surgical Instruments LLC,90,,2803,96,20,,,,,,179,{},,118212,37065,,
,,,,,,39582,,,,,,,,551,,,,,,,,1616,,,,,,,,196,,,,{},,,Microgenics Corporation,,122,,122,,,,,,,,{},,39582,,,
,,,20,,,3750,,,,406,,,,616,465,,1019,,,,,1617,,,,,3,,,314,,552,,{},2681,,Microlinesurgical Inc.,,3,,32,6,,,,,,,{},,25390,17940,,
,,,,,,1500,21,,,,,,,791,,,1665,,,,,1618,,,,,6,,,355,,508,,{},,,Micromed Inc.,,1,,28,,191,,3002,,,,{},,6168,,,
,,,38,,,,113,,180,,1800,,,570,523,,4137,2,,,,1619,,,,,14,,,,,428,,{},1622,,"Mid Atlantic Surgical Systems, LLC",,,,167,,83,,27160,,,,{},,34720,,,
,,,,,,1972,,,,361,,,,454,,,48063,,,,,1620,,,,,55,,,347,,176,,{},,,Midmark Corporation,,1,,66,10,,,,,,,{},,72961,22925,,
,,,6,,,600,1,,,,,,,810,719,,3318,,,,,1621,,,,,8,,,376,,455,,{},183,,Midsouth Orthopedics,,1,,16,,250,,600,,,,{},,4701,,,
,120,,,,,,,,,,,,32,492,,,,,,57015,,1622,,,,,,,,,,,,{},,,Midwest Cryotherapy LP,,,,120,,,,,,,,{},,57015,,,
,32,,,,,,,,,,,,7,270,,,,,,212000,,1623,,,,,,,,,,,,{},,,"Midwest Surgical Alliance, LLC",,,,32,,,,,,,,{},,212000,,,
64,,,4873,15,7,1352786,267,,25,16,308683,,,41,92,119,342030,10,4,,,1624,32050,,,,954,13300,,35,22710912,52,5,{},172971,,"Millennium Pharmaceuticals, Inc.",,446,34334,6974,324,106,6157,16184,249714,31,,{},,4437504,1949782,37,46
,,,18,264,,6828,,,,,,,,771,612,,337,,,,,1625,,,,,2,,,280,80997,596,,{},697,,"Milliken Healthcare Products, LLC",,1,,21,,,4,,,,,{},,7863,,,
,,,94,,,,,,,562,,,,750,439,,1054,,,,,1626,,,,18,2,,,,,549,,{},3380,,"Mindray Ds USA, Inc.",2852,,,120,6,,,,,,106,{},,9087,1800,,
,,,53,409,,,,11,,445,,71,,543,446,,180,,,,25300,1627,,,,1,1,,,,1500,606,,{},3178,,"Mis Implants Technologies, Inc.",31,,,70,4,,1,,,,187,{},,40690,12000,,
,,,58,384,,20500,1,47,,500,,60,,389,310,135,17960,,4,,38250,1628,1000,,,5,50,300,,232,7300,280,1,{},11209,,Mission Pharmacal Company,985,4,24115,174,7,270,1,340,,1,128,{},,96670,6125,90,145
,,,2,,,,,,,,,,,976,736,,,,,,,1629,,,,,,,,,,,,{},153,,Mitsubishi Electric Corporation,,,,2,,,,,,,,{},,153,,,
,,,,,,5500,,,,,,,,798,,,,,,,,1630,,,,,,,,292,,,,{},,,"Mlh Rx, LLC",,6,,6,,,,,,,,{},,5500,,,
,28,,,,,,,,,,,,42,612,,,,,,26313,,1631,,,,,,,,,,,,{},,,Mobile Cryosurgical Partners LP,,,,28,,,,,,,,{},,26313,,,
,,,14,,,600,,,,,,,,847,619,,1607,,,,,1632,,,,,3,,,376,,515,,{},653,,Modern Orthopedic Consultants,,2,,19,,,,,,,,{},,2861,,,
,,,,,,,,,,434,,,,602,,,14235,,,,,1633,,,,,6,,,,,309,,{},,,Molnlycke Health Care AB,,,,8,2,,,,,,,{},,28235,14000,,
2,,,230,,53,,1,,151,347,5000,,,486,365,,9669,3,,,,1634,500,,,,6,7200,,,,348,15,{},7139,,"Molnlycke Health Care Us, LLC",,,,268,10,240,,750,3000,1,,{},,58759,25500,49,149
,,,7,359,,1500,,,,,,,,695,737,,799,,,,,1635,9250,,,1,1,,,355,12650,569,,{},151,,Monaghan Medical Corporation,1875,1,,21,,,1,,,11,113,{},,13576,,,82
,2,,57,,,,3,,,404,,,43,428,423,,11257,,,25850,,1636,,35,660,,8,,,,,337,,{},3943,,Monteris Medical Corporation,,,,79,3,96,,20795,,,,{},6,80544,18038,,
,,,45,259,,,,,70,,57398,,,470,449,,4063,7,,,,1637,,,,,6,,,,89904,431,,{},3116,,"Mri Interventions, Inc.",,,,58,,,4,,,,,{},,64578,,,
,,,384,134,,,,105,,260,,19,,193,266,107,78911,,1,,230786,1638,1500,,,3,263,3000,,,513991,122,1,{},18738,,Musculoskeletal Transplant Foundation Inc.,17750,,50000,766,8,,35,,,2,54,{},,402088,51401,64,139
,,,,,,,,,,,,,,891,,,,,,,,1639,,,,74,,,,,,,,{},,,"Mydent International, Inc.",1568,,,74,,,,,,,117,{},,1568,,,
,,,15863,179,,584346,120,,161,104,3925,,,95,58,,121845,1,,,,1640,3000,,,,559,15000,,58,237771,97,1,{},335748,,Mylan Inc.,,623,,17239,70,255,51,509,,2,,{},,1323820,259446,33,121
,,,7,,,4000,,1,,,,164,,754,672,,2708,,,,1500,1641,400,,,,1,,,305,,467,,{},344,,"Nanosphere, Inc.",,1,,11,,,,,,1,,{},,8952,,,151
,,,135,,,,5,,,592,,,,648,388,,,,,,,1642,,,,434,,,,,,,,{},5340,,National Dentex Corporation,14254,,,575,1,274,,248,,,60,{},,20159,316,,
,,,30,,,,5,,,,,,,882,522,,91,,,,,1643,,,,,1,,,,,612,,{},1635,,Navidea,,,,36,,287,,90,,,,{},,1817,,,
,,,186,,,124000,,,,473,,,,301,355,,34505,,,,,1644,,,,,160,,,134,,207,,{},7729,,"Ncontact Surgical, Inc.",,31,,383,6,,,,,,,{},,174847,8612,,
,,,84,,,,1,,,429,,,,646,420,,1509,,,,,1645,,,,,2,,,,,523,,{},4096,,"Ndi Medical, LLC",,,,96,9,299,,46,,,,{},,20240,14587,,
,,,,,,,,,,,,,,901,,,,,,,,1646,1280,,,,,,,,,,,{},,,Neocoil LLC,,,,1,,,,,,1,,{},,1280,,,142
,,,,357,,,,,,487,,,,774,,,,,,,,1647,,,,,,,,,13193,,,{},,,"Neoventa Medical, Inc.",,,,5,5,,65,,,,,{},,7500,7500,,
,,,,,,3500,,,,,,,,832,,,,,,,,1648,,,,,,,,316,,,,{},,,Nestle Healthcare Nutrition Inc.,,2,,2,,,,,,,,{},,3500,,,
,,,,,,,,,,384,,,,650,,,,,,,,1649,,,,,,,,,,,,{},,,"Neuro Kinetics, Inc.",,,,1,1,,,,,,,{},,19980,19980,,
,,,17,,,,,,,,,,,870,547,,874,,,,,1650,,,,,7,,,,,563,,{},1382,,"Neurologica Corporation, A Subsidiary Of Samsung Electronics",,,,24,,,,,,,,{},,2256,,,
,,,,415,,10500,,,,376,,,,567,,,3513,,,,,1651,,,,,3,,,261,886,446,,{},,,Neurometrix Inc.,,4,,18,11,,2,,,,,{},,34813,20800,,
,,,685,229,,,,21,,480,,52,,413,252,,6032,,,,51210,1652,,,,1,46,,,,130126,398,,{},21209,,"Neuronetics, Inc.",59,,,755,2,,26,,,,182,{},,86700,8188,,
,,,47,122,,,,,,453,,,,667,418,,1382,,,,,1653,,,,,33,,,,636820,530,,{},4199,,"Neuropace, Inc.",,,,91,11,,88,,,,,{},,16581,11000,,
,,,185,,,3200,1,,109,521,18200,,,225,317,,19711,4,,,,1654,240480,,,,80,,,320,,264,,{},10309,,"Neuwave Medical, Inc.",,2,,298,7,231,,1000,,19,,{},,297381,4479,,2
,40,,,,,,,,,,,,49,701,,,,,,13243,,1655,,,,,,,,,,,,{},,,New England Cryotherapy LP,,,,40,,,,,,,,{},,13243,,,
,,,10,,,,,,,,,,,883,506,,,,,,,1656,,,,,,,,,,,,{},1806,,New Wave Surgical Corp.,,,,10,,,,,,,,{},,1806,,,
,,,,349,,,3,,,527,,,,643,,,7447,,,,,1657,,,,,3,,,,15000,378,,{},,,"New World Medical,Inc.",,,,8,2,130,1,9500,,,,{},,20859,3912,,
,,,19,176,,172810,1,,,556,,,,285,635,,3456,,,,,1658,1820,21,1500,,9,,,114,260878,448,,{},541,,"New York Blood Center, Inc.",,30,,64,1,134,3,9000,,3,,{},1,191289,2160,,136
,,,100,,,,,,,411,,,,615,349,,967,,,,,1659,,,,,7,,,,,553,,{},7983,,Nextremity Solutions Inc.,,,,117,10,,,,,,,{},,25576,16625,,
,,,9,,,1935,,,,121,,,,247,485,136,38851,,2,,,1660,,,,,10,,,348,,194,,{},2320,,"Nidek Co., Ltd.",,6,24042,33,8,,,,,,,{},,248580,205473,,
,,,,,,,,,,540,,,,807,,,2060,,,,,1661,,,,,1,,,,,494,,{},,,Nidek Inc.orporated,,,,2,1,,,,,,,{},,4890,2830,,
,,,47,272,,,,,,,,,,751,409,,,,,,,1662,,71,31,,,4500,,,68715,,2,{},4544,,"Nihon Kohden America, Inc.",,,,50,,,1,,,,,{},1,9076,,60,
,,,138,355,,2000,,,28,518,286775,,,223,366,98,2092,3,1,,,1663,,,,,4,,,340,13718,491,,{},7124,,"Ninepoint Medical, Inc.",,1,62500,148,2,,2,,,,,{},,302692,4700,,
,,,4456,,,279200,318,215,111,107,18000,12,,79,83,,114624,5,,,498237,1664,,10,4313,1015,241,,,88,,100,,{},198370,,Nobel Biocare USA,210817,903,,7259,26,63,,43595,,,13,{},80,1618115,250957,,
,,,13,417,,,,,,570,,,,867,668,,,,,,,1665,,,,1,,,,,555,,,{},366,,"Nonin Medical, Inc.",745,,,15,1,,1,,,,136,{},,2402,1290,,
,,,81,,,,,,,,,,,889,526,,,,,,,1666,,,,,,,,,,,,{},1607,,"Norgenix Pharmaceuticals, LLC",,,,81,,,,,,,,{},,1607,,,
,,,2,,,,,,,,,,,983,746,,,,,,,1667,,,,,,,,,,,,{},132,,"Normatec Industries, LP",,,,2,,,,,,,,{},,132,,,
,,,,,,,,,,,,,,1003,,,,,,,,1668,,,,,,,,,,,,{},,,"North Alabama Surgical Services GP, LLC",,,,0,,,,,,,,{},,0,,,
,,,,,,,,,,,,,,1003,,,,,,,,1669,,,,,,,,,,,,{},,,"North Alabama Surgical Services, LLC",,,,0,,,,,,,,{},,0,,,
,,,,,,4000,,,,,,,,821,,,,,,,,1670,,,,,,,,305,,,,{},,,"North Idaho Surgical Cooperative, LLC",,4,,4,,,,,,,,{},,4000,,,
,,,4,,,,,,,,,,,957,669,,,,,,,1671,,,,,,,,,,,,{},365,,"North Texas Surgical Services, LLC",,,,4,,,,,,,,{},,365,,,
,209,,,,,,,,,,,,38,573,,,,,,33750,,1672,,,,,,,,,,,,{},,,Northeast Cryotherapy LP,,,,209,,,,,,,,{},,33750,,,
,,,,307,,1826,,,,204,,,,418,,,,,,,,1673,,,,,,,,350,34002,,,{},,,"Novabay Pharmaceuticals, Inc.",,2,,14,12,,3,,,,,{},,84825,82999,,
,,,,,,,2,1,,432,,148,,537,,,1079,,,,2500,1674,,,,,1,,,,,546,,{},,,Novabone Products,,,,9,5,90,,23854,,,,{},,41683,14250,,
,,,,171,,,2,74,,246,,27,,240,,,44130,,,,136813,1675,,2,18587,,111,,,,271479,186,,{},,,Novadaq Technologies Inc.,,,,586,27,154,20,5800,,,,{},372,263508,58176,,
,,,19,183,,,,,,137,,,,291,398,,16957,,,,,1676,,,,,33,,,,218207,290,,{},4996,,Novartis Consumer Health Inc.,,,,86,34,,40,,,,,{},,185343,163390,,
,,,33,60,,,3,1,,132,,140,,241,505,,82343,,,,3220,1677,,,,,67,,,,2483680,121,,{},1848,,Novartis Pharma AG,,,,165,61,198,153,2561,,,,{},,263461,173487,,
2288,,,90943,6,2,2212381,248,,12,30,594957,,,16,11,,1090308,16,,,,1678,42905,,,4,2958,,,28,58199835,22,,{},1946784,,Novartis Pharmaceuticals Corporation,2300,58,,96820,296,219,1992,1423,4370885,9,108,{},,11516622,1254676,,32
,,,4633,51,,255949,110,,,149,,,,142,114,,137219,,,,,1679,,,,,276,,,94,3121670,90,,{},114397,,Novartis Vaccines and Diagnostics Inc.,,162,,5214,33,82,192,27689,,,,{},,679401,144144,,
,,,,,,,,,,,,,,693,,,14015,,,,,1680,,,,,9,,,,,314,,{},,,Novartis Vaccines and Diagnostics S.R.L.,,,,9,,,,,,,,{},,14015,,,
,,,8838,,,238551,16,,,362,,,,177,99,,53400,,,,,1681,,,,,127,,,98,,168,,{},160270,,"Noven Pharmaceuticals, Inc.",,221,,9217,15,295,,56,,,,{},,475051,22772,,
,,,396,31,,,2,,,44,,,,67,107,148,1133871,,2,,,1682,,,,,1065,,,,7428786,20,,{},140324,,Novo Nordisk As,,,13000,1622,159,291,1256,64,,,,{},,2052318,778057,,
,,,8,,,,24,,,327,,,,351,573,,56430,,,,,1683,,,,,19,,,,,158,,{},1028,,Novo Nordisk Health Care AG,,,,60,9,70,,34433,,,,{},,123467,31575,,
,,,163297,77,,6537532,2803,,,31,,,,11,4,,1435506,,,,,1684,55470,,,,3931,,,7,1603219,14,,{},3045953,,Novo Nordisk Inc.,,2932,,173338,304,46,101,63257,,71,,{},,12365920,1228200,,24
,,,330,123,,,188,55,95,138,26000,32,,195,218,,64457,2,,,106450,1685,2500,,,,95,,,,609450,138,,{},32029,,Novocure Inc.,,,,714,43,184,80,3220,,1,,{},,397857,163200,,126
,,,4,,,,,,,,,,,952,661,,,,,,,1686,,,,,,,,,,,,{},404,,"Novosource, Inc.",,,,4,,,,,,,,{},,404,,,
,,,,,,,,,,351,,,,622,,198,,,1,,,1687,,,,,,,,,,,,{},,,Novus Scientific Inc.,,,105,5,5,,,,,,,{},,25000,25000,,
,,,803,144,,,2,,,206,,,,335,243,,21153,,,,,1688,,,,,62,,,,405263,258,,{},23207,,"Nps Pharmaceuticals, Inc.",,,,906,39,126,165,11115,,,,{},,136901,81425,,
,,,7,,,,,2,,542,,130,,778,634,,,,,,4054,1689,,,,,,,,,,,,{},551,,Nucletron B.V.,,,,11,2,,,,,,,{},,7307,2702,,
,,,5146,173,,,3,,80,39,43750,,,87,78,10,335906,2,161,,,1690,,,,90,1499,2616,,,265495,54,2,{},213937,,"Nuvasive, Inc.",3422,,5857536,6989,247,286,87,113,,,101,{},,1529290,929544,65,
,,,458,186,,8226,,,105,234,21000,,,360,270,,4790,5,,,,1691,,,,,19,,,274,213446,418,,{},18373,,"Nxstage Medical, Inc.",,7,,509,20,,16,,,,,{},,116421,64031,,
,,,,,,,,,,,,,,1003,,,,,,,,1692,,,,,,,,,,,,{},,,"Obi Biologics, Inc.",,,,0,,,,,,,,{},,0,,,
,,,693,191,,,,,,251,,,,346,167,,15059,,,,,1693,,,,,29,,,,201654,302,,{},55120,,"Octapharma USA, Inc.",,,,752,30,,35,,,,,{},,126167,55987,,
,,,93,,,,,17,,277,,88,,431,368,,12790,,,,14350,1694,,,,,16,,,,,325,,{},7065,,"Oculus, Inc.",,,,140,14,,,,,,,{},,80180,45975,,
,65,,9,,,,,,,,,,11,316,575,,,,,164749,,1695,,,,,,,,,,,,{},1005,,Oklahoma Urologic Therapies LP,,,,74,,,,,,,,{},,165754,,,
,,,,,,,,,,424,,,,644,,,5613,,,,,1696,,,,,13,,,,,404,,{},,,Olea Medical,,,,14,1,,,,,,,{},,20613,15000,,
,,,2,,,,,,,,,,,828,753,,,,,,,1697,3500,,,,,,,,,,,{},111,,Olive Medical Corporation,,,,3,,,,,,1,,{},,3611,,,115
,,,1431,365,,50870,112,,,214,,,,152,171,,56546,,,,,1698,44417,,,38,226,,,178,10635,157,,{},52604,,Olympus America Inc.,22690,17,,1855,18,18,6,282632,,13,50,{},,582413,72652,,30
,,,152,,,,,,,496,,,,694,390,,2041,,,,,1699,,,,,5,,,,,495,,{},5294,,Olympus Biotech Corporation,,,,160,3,,,,,,,{},,13836,6500,,
,,,,408,,,,,,,,,,1003,,,,,,,,1700,,,,,,,,,1600,,,{},,,Olympus Corporation,,,,0,,,1,,,,,{},,0,,,
69,,9500,349,231,24,,71,,8,194,1032801,,,98,295,,75694,31,,,,1701,,,,,281,,16,,127710,128,,{},13881,23,Olympus Corporation Of The Americas,,,,875,58,104,2,16772,26250,,,{},,1264787,89887,,
,,,,,,,,,,579,,,,926,,,,,,,,1702,,,,,,,,,,,,{},,,Olympus Endo Technology America Inc.,,,,1,1,,,,,,,{},,780,780,,
,,,4,,,,,,,,,,,854,713,,2493,,,,,1703,,,,,3,,,,,475,,{},200,,"Olympus Latin America, Inc.",,,,7,,,,,,,,{},,2693,,,
,,,3,137,,,,,,539,,,,833,755,,501,,,,,1704,,,,,3,,,,488713,579,,{},110,,Olympus Medical Systems Corporation,,,,9,3,,14,,,,,{},,3461,2850,,
,,,,387,,,,,,455,,,,724,,,,,,,,1705,,,,,,,,,7080,,,{},,,Olympus Winter & Ibe GmbH,,,,1,1,,2,,,,,{},,10983,10983,,
,,,15,,,,,,,,,,,904,559,39,,,47,,,1706,,,,,,,,,,,,{},1217,,Omni Surgical LLC,,,616638,15,,,,,,,,{},,1217,,,
6,,,308,,22,,,,108,437,18390,,,352,325,,13709,3,,,,1707,6930,,,2,40,,,,,319,,{},9584,,"Omniguide, Inc.",23000,,,368,7,,,,36559,2,49,{},,121160,12987,,99
,,,72,347,,,,,,387,,,,560,397,,12831,,,,,1708,,,,,22,,,,16268,324,,{},5013,,"Omnilife Science, Inc.",,,,101,7,,3,,,,,{},,37345,19500,,
,,,,,,,,,,,,,,1003,,,,,,,,1709,,,,,,,,,,,,{},,,"Oncology Physician Resource, PLLC",,,,0,,,,,,,,{},,0,,,
,,,4,412,,,,,,,,,,886,721,,1532,,,,,1710,,,,,3,,,,1215,520,,{},180,,"One Lambda, Inc.",,,,7,,,2,,,,,{},,1712,,,
,,,,,,,,,,254,,,,499,,,,,,,,1711,,,,,,,,,,,,{},,,"Oneblood, Inc.",,,,5,5,,,,,,,{},,55130,55130,,
,,,189,181,,,60,,,209,,,,350,330,,33855,,,,,1712,,,,,32,,,,229672,210,,{},9230,,"On X Life Technologies, Inc.",,,,294,13,218,29,1425,,,,{},,124181,79670,,
,,,7,304,,,,,,,,,,948,754,,337,,,,,1713,,,,,1,,,,35000,595,,{},110,,"Ony, Inc.",,,,8,,,2,,,,,{},,448,,,
,,,4761,49,,559722,67,,162,57,3840,,,73,104,,327956,2,,,,1714,38750,,,,834,195200,,66,3553933,56,2,{},144394,,"Onyx Pharmaceuticals, Inc., An Amgen Subsidiary",,412,,6409,305,230,80,1041,,26,,{},,1790670,519765,3,41
,,,,,,,,,,,,,,1003,,,,,,,,1715,,,,,,,,,,,,{},,,"Operative Innovations, LLC",,,,0,,,,,,,,{},,0,,,
,,,,379,,,,,,,,,,1003,,,,,,,,1716,,,,,,,,,7725,,,{},,,"Ophtec USA, Inc.",,,,0,,,10,,,,,{},,0,,,
,,,106,,,2889884,,,,501,,,,53,335,,,,,,,1717,,,,,,,,23,,,,{},9036,,Optimedica Corporation,,28,,136,2,,,,,,,{},,2904921,6000,,
,,,3863,84,,333976,33,,,541,,,,172,116,,34459,,,,,1718,,,,,125,,,84,1413205,208,,{},112983,,Optimer Pharmaceuticals Inc.,,236,,4259,2,165,53,4510,,,,{},,488679,2750,,
,,,,182,,,,,,509,,,,801,,,,,,,,1719,,,,,,,,,227964,,,{},,,"Optinose Us, Inc.",,,,3,3,,56,,,,,{},,5167,5167,,
,,,556,,,12850,,,,328,,,,208,212,,284500,,,,,1720,,,,,419,,,248,,62,,{},33913,,Optos Plc,,3,,987,9,,,,,,,{},,362514,31250,,
,,,983,,,,,,,,,,,606,231,,,,,,,1721,,,,,,,,,,,,{},27201,,"Optos, Inc.",,,,983,,,,,,,,{},,27201,,,
,,,150,326,,,1,13,,510,,79,,497,312,,2699,,,,21581,1722,,57,132,43,3,,,,24473,469,,{},11117,,"Optovue, Inc.",14293,,,214,3,275,5,238,,,59,{},1,55179,5116,,
